全国地方公共団体コード,法人番号,ID,地方公共団体名,イベント名,言語コード,イベント通称,サブタイトル,イベント名_カナ,イベント名_英語,コンテンツURL,状態,キーワード,タグ,対象となる産業,開催パターン,開始日,終了日,開始時間,終了時間,開始日時特記事項,所要時間,掲載開始日,掲載終了日,概要,説明,サブイベント,イベント種類,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,共催団体,関連組織,対象者,対象者備考,場所名称,集合（受付）場所,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,アクセス方法,駐車場情報,駐車場料金,駐輪場情報,Web開催,Web開催URL,ツール・環境,定員,定員備考,料金種別,決済種別,外国語対応,外国語対応備考,開催条件,参加申込終了日,参加申込終了時間,参加申込方法,申込開始日,申込開始時刻,申込URL,URL,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,画像,画像_ライセンス,備考
232025,,KN0000000189,愛知県岡崎市,第30回甲山落語会,,,,,,https://shiminkaikan.com/event/2026/09/30.html,,,芸術＆文化,,,2026/09/22,2026/09/22,14:00,,,,,,,誰もが気軽に楽しめる落語会を開催。,,,,,,,,,,,,,岡崎市民会館・甲山閣,,232025,,愛知県岡崎市六供町出崎15-1,愛知県,岡崎市,六供町出崎,15-1,,34.962545,137.168076,,,,,,,,,,,,,,,,,,,,,https://shiminkaikan.com/event/2026/09/30.html,,,,,,,,
232025,,KN0000000190,愛知県岡崎市,竜城の間開放事業,,,,,,https://shiminkaikan.com/event/2026/08/post-56.html,,,その他,,,2026/08/04,2026/08/06,09:30,16:30,,,,,,学習スペースとして部屋を開放します。（フリーWi-Fiあり）,,,,,,,,,,,,,岡崎市民会館・甲山閣,,232025,,愛知県岡崎市六供町出崎15-1,愛知県,岡崎市,六供町出崎,15-1,,34.962545,137.168076,,,,,,,,,,,,,,,,,,,,,https://shiminkaikan.com/event/2026/08/post-56.html,,,,,,,,
232025,,KN0000000204,愛知県岡崎市,女性のためのストレッチ教室,,,,,,https://shiminkaikan.com/lesson/2026/11/11.html,,,その他,,,2026/11/03,2026/11/03,13:30,15:30,,,,,,女性を対象としたストレッチ講座,,,,,,,,,,,,,岡崎市民会館・甲山閣,,232025,,愛知県岡崎市六供町出崎15-1,愛知県,岡崎市,六供町出崎,15-1,,34.962545,137.168076,,,,,,,,,,,,,,,,,,,,,https://shiminkaikan.com/lesson/2026/11/11.html,,,,,,,,
232025,,KN0000000199,愛知県岡崎市,女性のためのストレッチ教室,,,,,,https://shiminkaikan.com/lesson/2026/10/10.html,,,その他,,,2026/10/06,2026/10/06,13:30,15:00,,,,,,女性を対象としたストレッチ講座,,,,,,,,,,,,,岡崎市民会館・甲山閣,,232025,,愛知県岡崎市六供町出崎15-1,愛知県,岡崎市,六供町出崎,15-1,,34.962545,137.168076,,,,,,,,,,,,,,,,,,,,,https://shiminkaikan.com/lesson/2026/10/10.html,,,,,,,,
232025,,KN0000000195,愛知県岡崎市,女性のためのストレッチ教室,,,,,,https://shiminkaikan.com/lesson/2026/09/9.html,,,その他,,,2026/09/01,2026/09/01,13:30,15:00,,,,,,女性のためのストレッチ教室,,,,,,,,,,,,,岡崎市民会館・甲山閣,,232025,,愛知県岡崎市六供町出崎15-1,愛知県,岡崎市,六供町出崎,15-1,,34.962545,137.168076,,,,,,,,,,,,,,,,,,,,,https://shiminkaikan.com/lesson/2026/09/9.html,,,,,,,,
232025,,KN0000000191,愛知県岡崎市,女性のためのストレッチ教室,,,,,,https://shiminkaikan.com/lesson/2026/08/post-99.html,,,その他,,,2026/08/04,2026/08/04,13:30,15:00,,,,,,女性を対象としたストレッチ講座,,,,,,,,,,,,,岡崎市民会館・甲山閣,,232025,,愛知県岡崎市六供町出崎15-1,愛知県,岡崎市,六供町出崎,15-1,,34.962545,137.168076,,,,,,,,,,,,,,,,,,,,,https://shiminkaikan.com/lesson/2026/08/post-99.html,,,,,,,,
232025,,KN0000000209,愛知県岡崎市,とはなす岡崎　ECOティチャー①食品ごみをなくそう大作戦！②実験＆コースターづくり,,,,,,https://www.okazaki-fukushi.or.jp/?p=76571&preview=true,,,その他,,,2026/07/30,2026/07/31,,,,,,,,環境学習講座　小学生に対して、①食品ロスについて学ぶ②水の大切さを考える,,,,,,,,,,,,,高年者センター岡崎「とはなす岡崎」,,232025,,愛知県岡崎市美合町下長根2-1,愛知県,岡崎市,美合町下長根,2-1,,34.92176,137.184133,,,,,,,,,,,,,,,,,,,,,https://www.okazaki-fukushi.or.jp/?p=76571&preview=true,,,,,,,,
232025,,KN0000000210,愛知県岡崎市,みんなの昆虫展,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/4358,,,パーク＆ネイチャー,,,2026/08/01,2026/08/01,09:30,12:00,,,,,,8/15（土）「みんなの昆虫展」完成披露会とセット参加です。【雨天決行】,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/07/15,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/4358,,,,,,,,
232025,,KN0000000211,愛知県岡崎市,「みんなの昆虫展」完成披露会,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/4358,,,パーク＆ネイチャー,,,2026/08/15,2026/08/15,13:30,15:00,,,,,,＊8/1（土）「みんなの昆虫展」オープンデイ【調査開始日】とセット参加です。【雨天決行】,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/07/15,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/4358,,,,,,,,
232025,,KN0000000212,愛知県岡崎市,夏休み特集「昆虫標本づくり教室」,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/4358,,,パーク＆ネイチャー,,,2026/08/06,2026/08/06,10:00,11:30,,,,,,【雨天決行】,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/07/15,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/4358,,,,,,,,
232025,,KN0000000213,愛知県岡崎市,昔ながらの稲作体験 「田んぼのかかし作り」,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/273,,,パーク＆ネイチャー,,,2026/08/08,2026/08/08,09:30,12:00,,,,,,雨天決行,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/07/15,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/273,,,,,,,,
232025,,KN0000000214,愛知県岡崎市,たけのこ「竹細工教室」(AM・PM2部制),,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/269,,,パーク＆ネイチャー,,,2026/08/10,2026/08/10,09:00,16:00,,,,,,AMの部9:00-12:00、PMの部13:00-16:00の2部制です。各回雨天決行。,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/269,,,,,,,,
232025,,KN0000000215,愛知県岡崎市,たけのこ「竹細工教室」(AM・PM2部制),,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/269,,,パーク＆ネイチャー,,,2026/08/24,2026/08/24,09:00,16:00,,,,,,AMの部9:00-12:00、PMの部13:00-16:00の2部制です。各回雨天決行。,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/269,,,,,,,,
232025,,KN0000000216,愛知県岡崎市,わらぞうり作り体験,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/264,,,パーク＆ネイチャー,,,2026/08/13,2026/08/13,09:30,12:30,,,,,, 雨天決行,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/08/12,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/264,,,,,,,,
232025,,KN0000000217,愛知県岡崎市,竹ぼうき作り体験,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/265,,,パーク＆ネイチャー,,,2026/08/20,2026/08/20,09:30,12:00,,,,,,雨天決行,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/08/19,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/265,,,,,,,,
232025,,KN0000000218,愛知県岡崎市,いきもり実践隊（ビオトープ整備ボランティア活動）,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/258,,,パーク＆ネイチャー,,,2026/08/15,2026/08/15,09:00,12:00,,,,,,雨天中止,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/08/15,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/258,,,,,,,,
232025,,KN0000000219,愛知県岡崎市,昔ながらの農業体験 「さつま芋畑の手入れと試し掘り」,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/3181,,,パーク＆ネイチャー,,,2026/08/22,2026/08/22,09:30,12:00,,,,,,雨天中止,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/07/15,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/3181,,,,,,,,
232025,,KN0000000220,愛知県岡崎市,森の畑俱楽部「のこぎりで竹カップづくりと 森の畑の草とり」,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/266,,,パーク＆ネイチャー,,,2026/08/22,2026/08/22,09:30,12:00,,,,,,雨天決行,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/08/21,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/266,,,,,,,,
232025,,KN0000000221,愛知県岡崎市,森のこだま「竹飯盒ランチ」 ,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/267,,,パーク＆ネイチャー,,,2026/08/22,2026/08/22,09:30,14:00,,,,,,竹飯ごうでご飯炊き、竹で食器などを作ります。少雨決行。,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/08/21,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/267,,,,,,,,
232025,,KN0000000222,愛知県岡崎市,里山保全ボランティア活動,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/259,,,パーク＆ネイチャー,,,2026/08/23,2026/08/23,09:00,12:00,,,,,,雨天中止,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/08/23,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/259,,,,,,,,
232025,,KN0000000223,愛知県岡崎市,お茶畑整備ボランティア,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/260,,,パーク＆ネイチャー,,,2026/08/26,2026/08/26,09:30,12:00,,,,,,雨天中止,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/08/26,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/260,,,,,,,,
232025,,KN0000000224,愛知県岡崎市,夏の水まつりⅡ[流しそうめん体験],,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/4374,,,パーク＆ネイチャー,,,2026/08/29,2026/08/29,09:30,12:00,,,,,,雨天中止,,,,,,,,,,,,,おかざき自然体験の森,,232025,,愛知県岡崎市八ツ木町池ノ上10,愛知県,岡崎市,八ツ木町池ノ上,10,,35.015372,137.181139,,,,,,,,,,,,,,,2026/07/15,,,,,,https://okazaki-kanko.jp/mizutomidori/shizen-taiken/program/4374,,,,,,,,
232025,,KN0000000313,愛知県岡崎市,第21回サマーコンサート,,,,,,https://www.okazaki-fukushi.or.jp/koureisha/78254.html,,,その他,,,2026/08/07,2026/08/07,,,,,,,,岡崎市立竜南中学校 オーケストラ部による演奏会,,,,,,,,,,,,,高年者センター岡崎「とはなす岡崎」,,232025,,愛知県岡崎市美合町下長根2-1,愛知県,岡崎市,美合町下長根,2-1,,34.92176,137.184133,,,,,,,,,,,,,,,,,,,,,https://www.okazaki-fukushi.or.jp/koureisha/78254.html,,,,,,,,
